"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","CD","CLOC","DLOC","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NLA","NLM","NM","NOS","TLLOC","TLOC","TNA","TNLA","TNLM","TNM","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Basic Rules","Class Rules","Clone Metric Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Exception Rules","Format Rules","Import Rules","Inheritance Metric Rules","Logging Rules","Miscellaneous Rules","Newstyle Rules","Python3 Rules","Size Metric Rules","Spelling Rules","Stdlib Rules","String Constant Rules","String Rules","Typecheck Rules","Variable Rules"
"L2751","AgentManager","ceilometer.central.manager.AgentManager~Cl","L2746","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\central\manager.py","39","1","59","53","0","0","0","0","0","0","0","0","2","1","1","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","18","21","0","0","2","2","5","18","21","0","0","2","2","5","0","0","7","4","3","2","3","0","1","0","0","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2765","CentralPollster","ceilometer.central.plugin.CentralPollster~Cl","L2760","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\central\plugin.py","27","1","28","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","1","1","0.5","1","0","0","0","0","0","1","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2825","InstanceDiscovery","ceilometer.compute.discovery.InstanceDiscovery~Cl","L2821","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\compute\discovery.py","32","1","48","23","0","0","0","0","0","0","0","0","3","1","1","4","0","0","0","0","3","0.0625","1","1","0.0625","1","0","0","0","0","0","15","17","0","0","3","3","7","15","17","0","0","3","3","7","0","0","9","0","1","1","0","0","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2841","AgentManager","ceilometer.compute.manager.AgentManager~Cl","L2837","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\compute\manager.py","25","1","33","30","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","9","0","0","2","2","3","7","9","0","0","2","2","3","0","0","7","0","3","2","0","0","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2854","DeletedInstanceStatsGatherer","ceilometer.compute.nova_notifier.DeletedInstanceStatsGatherer~Cl","L2849","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\compute\nova_notifier.py","51","1","68","22","0","0","0","0","0","0","0","0","2","1","1","3","0","0","0","0","2","0.125","2","0","0.125","2","0","0","0","0","0","14","18","0","0","2","2","8","14","18","0","0","2","2","8","0","0","7","0","2","1","0","0","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2868","Instance","ceilometer.compute.nova_notifier.Instance~Cl","L2849","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\compute\nova_notifier.py","91","1","139","32","0","0","0","0","0","0","0","0","6","3","2","9","0","0","0","0","6","0.162791","7","7","0.162791","7","0","0","0","0","0","36","49","0","0","6","6","15","36","49","0","0","6","6","15","0","10","15","1","7","7","0","0","1","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1"
"L2895","ComputePollster","ceilometer.compute.plugin.ComputePollster~Cl","L2891","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\compute\plugin.py","28","1","55","23","0","0","0","0","0","0","0","0","2","1","1","3","0","0","0","0","2","0.388889","14","14","0.388889","14","0","0","0","0","0","22","28","0","0","2","2","6","22","28","0","0","2","2","6","0","1","1","2","1","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3870","DataProcessing","ceilometer.data_processing.notifications.DataProcessing~Cl","L3865","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\data_processing\notifications.py","34","1","71","28","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","3","0.114286","4","4","0.114286","4","0","0","0","0","0","31","38","1","1","3","3","6","31","38","1","1","3","3","6","0","0","7","1","1","1","1","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3893","Base","ceilometer.dispatcher.__init__.Base~Cl","L3885","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\dispatcher\__init__.py","56","1","68","41","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","3","0.166667","2","2","0.166667","2","0","0","0","0","0","10","13","0","0","3","3","1","10","13","0","0","3","3","1","0","0","5","0","2","1","0","0","1","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3912","DatabaseDispatcher","ceilometer.dispatcher.database.DatabaseDispatcher~Cl","L3908","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\dispatcher\database.py","28","1","79","54","0","0","0","0","0","0","0","0","3","4","4","9","0","0","0","0","3","0.291667","14","10","0.291667","14","0","0","0","0","0","34","52","0","0","3","3","17","34","52","0","0","3","3","17","0","0","9","1","3","1","0","0","1","2","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3930","FileDispatcher","ceilometer.dispatcher.file.FileDispatcher~Cl","L3926","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\dispatcher\file.py","40","1","86","17","0","0","0","0","0","0","0","0","3","1","1","6","0","0","0","0","3","0.452381","19","15","0.452381","19","0","0","0","0","0","23","47","0","0","3","3","15","23","47","0","0","3","3","15","0","0","7","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3953","KwapiClient","ceilometer.energy.kwapi.KwapiClient~Cl","L3949","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\energy\kwapi.py","32","1","52","28","0","0","0","0","0","0","0","0","2","1","1","4","0","1","1","0","2","0.142857","3","3","0.142857","3","0","0","0","0","0","18","21","0","0","2","2","13","18","21","0","0","2","2","13","0","0","5","0","1","0","0","0","1","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3966","_Base","ceilometer.energy.kwapi._Base~Cl","L3949","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\energy\kwapi.py","55","1","80","41","0","0","0","0","0","0","0","0","1","1","1","5","1","2","2","1","4","0.125","3","3","0.125","3","0","0","2","2","0","21","26","1","1","3","3","10","21","26","1","1","3","3","10","0","0","8","1","2","1","1","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3987","EnergyPollster","ceilometer.energy.kwapi.EnergyPollster~Cl","L3949","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\energy\kwapi.py","83","1","100","13","0.954545","1","2","1","0.888889","0.888889","16","16","1","1","1","2","1","0","0","1","2","0.105263","2","2","0.105263","2","1","1","0","0","1","17","18","1","0","1","4","2","17","18","1","0","1","4","2","0","0","16","0","1","0","0","12","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3999","PowerPollster","ceilometer.energy.kwapi.PowerPollster~Cl","L3949","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\energy\kwapi.py","103","1","120","13","0.954545","1","2","1","0.888889","0.888889","16","16","1","1","1","2","1","0","0","1","2","0.105263","2","2","0.105263","2","1","1","0","0","1","17","18","1","0","1","4","2","17","18","1","0","1","4","2","0","0","16","0","1","0","0","12","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4020","EventDefinitionException","ceilometer.event.converter.EventDefinitionException~Cl","L4015","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\converter.py","48","1","55","64","0","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","7","8","0","0","2","2","3","7","8","0","0","2","2","3","0","0","7","0","1","1","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4030","TraitDefinition","ceilometer.event.converter.TraitDefinition~Cl","L4015","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\converter.py","58","1","145","62","0","0","0","0","0","0","0","0","2","3","3","20","1","1","0","0","3","0.038961","3","0","0.038961","3","0","0","0","0","0","74","88","0","0","3","3","48","74","88","0","0","3","3","48","0","0","10","1","6","5","0","0","1","1","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4046","EventDefinition","ceilometer.event.converter.EventDefinition~Cl","L4015","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\converter.py","148","1","238","20","0","0","0","0","0","0","0","0","4","2","2","22","2","1","0","0","7","0.103896","8","1","0.103896","8","0","0","0","0","0","69","91","1","1","7","7","41","69","91","1","1","7","7","41","0","0","15","0","9","9","0","0","1","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4075","NotificationEventsConverter","ceilometer.event.converter.NotificationEventsConverter~Cl","L4015","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\converter.py","241","1","353","47","0","0","0","0","0","0","0","0","2","2","2","8","1","0","0","0","2","0.761468","83","81","0.761468","83","0","0","0","0","0","26","113","0","0","2","2","18","26","113","0","0","2","2","18","0","0","5","0","3","2","0","0","1","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4097","EventsNotificationEndpoint","ceilometer.event.endpoint.EventsNotificationEndpoint~Cl","L4093","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\endpoint.py","33","1","75","56","0","0","0","0","0","0","0","0","2","3","3","8","0","0","0","0","3","0.234043","11","8","0.234043","11","0","0","0","0","0","36","43","0","0","3","3","18","36","43","0","0","3","3","18","0","0","8","0","3","2","0","0","1","0","0","1","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L4118","TraitPluginBase","ceilometer.event.trait_plugins.TraitPluginBase~Cl","L4115","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\trait_plugins.py","22","1","93","2119","0","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","2","0.492308","64","64","0.492308","64","0","0","2","2","0","66","72","0","0","2","2","1","66","72","0","0","2","2","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"L4131","SplitterTraitPlugin","ceilometer.event.trait_plugins.SplitterTraitPlugin~Cl","L4115","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\trait_plugins.py","96","1","122","23","0","0","0","0","0","0","0","0","2","1","1","5","1","0","0","0","2","0.225806","7","7","0.225806","7","1","1","0","0","1","24","27","0","0","2","4","13","24","27","0","0","2","4","13","0","0","5","0","1","0","0","0","1","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4146","BitfieldTraitPlugin","ceilometer.event.trait_plugins.BitfieldTraitPlugin~Cl","L4115","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\event\trait_plugins.py","125","1","161","23","0","0","0","0","0","0","0","0","2","4","4","7","1","0","0","0","2","0.313726","16","16","0.313726","16","1","1","0","0","1","35","37","0","0","2","4","16","35","37","0","0","2","4","16","0","0","5","0","1","0","0","0","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4170","NodesDiscoveryTripleO","ceilometer.hardware.discovery.NodesDiscoveryTripleO~Cl","L4165","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\hardware\discovery.py","39","1","62","27","0","0","0","0","0","0","0","0","2","2","2","4","0","0","0","0","2","0.0454545","1","1","0.0454545","1","0","0","0","0","0","21","24","0","0","2","2","11","21","24","0","0","2","2","11","0","0","7","0","2","1","0","0","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4185","HardwarePollster","ceilometer.hardware.plugin.HardwarePollster~Cl","L4180","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\hardware\plugin.py","35","1","108","49","0","0","0","0","0","0","0","0","2","3","3","12","0","0","0","0","5","0.244186","21","19","0.244186","21","0","0","0","0","0","65","74","2","2","5","5","24","65","74","2","2","5","5","24","0","0","9","2","1","2","0","0","1","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4502","_Base","ceilometer.identity.notifications._Base~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","32","1","47","54","0","0","0","0","0","0","0","0","1","0","0","1","0","2","0","0","1","0.315789","6","6","0.315789","6","0","0","2","7","0","13","16","2","2","1","1","1","13","16","2","2","1","1","1","0","0","0","3","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4510","IdentityCRUD","ceilometer.identity.notifications.IdentityCRUD~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","50","1","60","28","0","0","0","0","0","0","0","0","1","0","0","1","1","5","0","0","1","0","0","0","0","0","1","1","5","5","1","11","11","2","0","1","2","1","11","11","2","0","1","2","1","0","0","4","1","2","1","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4519","User","ceilometer.identity.notifications.User~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","63","1","70","44","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","6","8","4","2","1","3","1","6","8","4","2","1","3","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4528","Group","ceilometer.identity.notifications.Group~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","73","1","80","44","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","6","8","4","2","1","3","1","6","8","4","2","1","3","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4537","Project","ceilometer.identity.notifications.Project~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","83","1","90","44","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","6","8","4","2","1","3","1","6","8","4","2","1","3","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4546","Role","ceilometer.identity.notifications.Role~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","93","1","100","44","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","6","8","4","2","1","3","1","6","8","4","2","1","3","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4555","Trust","ceilometer.identity.notifications.Trust~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","103","1","113","9","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","9","11","4","2","1","3","1","9","11","4","2","1","3","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4564","Authenticate","ceilometer.identity.notifications.Authenticate~Cl","L4497","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\identity\notifications.py","116","1","138","32","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","2","0.0526316","1","1","0.0526316","1","1","1","0","0","1","18","23","4","2","2","3","4","18","23","4","2","2","3","4","0","0","7","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4588","_Base","ceilometer.image.glance._Base~Cl","L4583","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\glance.py","45","1","116","34","0","0","0","0","0","0","0","0","2","2","2","8","0","2","2","0","4","0.242424","16","1","0.242424","16","0","0","2","2","0","50","72","0","0","4","4","18","50","72","0","0","4","4","18","0","0","9","4","7","9","1","0","1","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L4606","ImagePollster","ceilometer.image.glance.ImagePollster~Cl","L4583","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\glance.py","119","1","133","13","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","2","3","0","0","0","0","0","1","1","0","0","1","15","15","0","0","1","5","2","15","15","0","0","1","5","2","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4617","ImageSizePollster","ceilometer.image.glance.ImageSizePollster~Cl","L4583","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\glance.py","136","1","150","13","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","2","3","0","0","0","0","0","1","1","0","0","1","15","15","0","0","1","5","2","15","15","0","0","1","5","2","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4631","ImageBase","ceilometer.image.notifications.ImageBase~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","37","1","49","54","0.818182","1","1","1","0.769231","0.777778","10","7","1","0","0","1","0","3","0","0","1","0.352941","6","6","0.352941","6","0","0","3","6","0","11","13","0","0","1","1","1","11","13","0","0","1","1","1","0","0","10","3","1","0","3","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4637","ImageCRUDBase","ceilometer.image.notifications.ImageCRUDBase~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","52","1","57","5","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1","1","3","3","1","6","6","1","1","0","1","0","6","6","1","1","0","1","0","0","0","2","1","2","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4642","ImageCRUD","ceilometer.image.notifications.ImageCRUD~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","60","1","70","28","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","11","11","1","0","1","2","1","11","11","1","0","1","2","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4651","Image","ceilometer.image.notifications.Image~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","73","1","83","28","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","11","11","1","0","1","2","1","11","11","1","0","1","2","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4658","ImageSize","ceilometer.image.notifications.ImageSize~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","86","1","96","28","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","2","0","0","1","11","11","1","0","1","2","1","11","11","1","0","1","2","1","0","0","4","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4665","ImageDownload","ceilometer.image.notifications.ImageDownload~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","99","1","112","28","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0.0769231","1","1","0.0769231","1","1","1","0","0","1","12","14","1","1","1","2","1","12","14","1","1","1","2","1","0","0","4","0","1","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4674","ImageServe","ceilometer.image.notifications.ImageServe~Cl","L4626","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\image\notifications.py","115","1","128","28","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0.0769231","1","1","0.0769231","1","1","1","0","0","1","12","14","1","1","1","2","1","12","14","1","1","1","2","1","0","0","4","0","1","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4692","FloatingIPPollster","ceilometer.network.floatingip.FloatingIPPollster~Cl","L4688","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\network\floatingip.py","31","1","62","18","0","0","0","0","0","0","0","0","1","1","1","5","0","0","0","0","3","0.137931","4","0","0.137931","4","0","0","0","0","0","25","32","0","0","3","3","8","25","32","0","0","3","3","8","0","0","8","1","7","5","1","0","0","0","0","1","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L4714","NetworkNotificationBase","ceilometer.network.notifications.NetworkNotificationBase~Cl","L4708","L103","D:\Users\AdEeL\Desktop\Practicum\Code Analysis\SourceMeter-8.2.0-x64-windows\Python\Demo\ceilometer\ceilometer\network\notifications.py","42","1","114","45","0","0","0","0","0","0","0","0","3","2","2","7","0","6","0","0","3","0.25","18","5","0.25","18","0","0","6","6","0","54","73","1","1","3","3","18","54","73","1","1","3","3","18","0","0","3","2","1","1","1","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
